,height_range (cm),weight_range (kg),average_speed (km/h),altitude_difference (m),average_slope (%),wind_direction,wind_speed (m/s),weather,wh/km
32,173.75966459332633,71.41760917995687,18.510981468125152,-4.929422506853988,-0.3675692083006089,SE,4.865293112775491,Wet,30.612446430440663
33,176.97311113809184,79.80325084596451,17.458365327290256,-1.434262229812564,-0.10232818858278836,WSW,2.4874038856441296,Dry,21.712884579625964
34,174.40809058645354,66.58546991836117,13.411071504979656,-1.2210485821855688,-0.14529304930086087,SSE,6.1697908416001095,Dry,21.92765454033945
35,174.4466897929105,67.63294900735957,23.89453651206308,-4.508698708254232,-0.44744712349994314,SSE,4.507186303751067,Wet,31.93547144899479
36,164.99,44.99,16.195370487905034,-7.159718253314808,-0.5694563724259865,W,5.539788666547002,Dry,8.92
37,164.99,44.99,17.542945080315285,-0.8353903280624477,-0.1271209649671595,W,5.473426474344163,Dry,20.043157962341585
38,173.44434905349823,62.28099841142213,13.699032202766883,2.2534027156824052,0.21301015511905347,E,5.486779795566716,Wet,29.448610090272943
39,184.99,94.99,22.44057870576108,0.08482163589985037,0.007498317981434688,SE,2.127482169555552,Wet,37.70439906889154
40,164.99,44.99,15.654117036334418,-1.5582424529824406,-0.1135242220535056,SE,4.2437244813050565,Dry,15.70567211785584
41,176.42562879506573,56.17260698982262,13.589490513585982,-1.0189354018822787,-0.13865416220961202,W,7.498893265037682,Dry,19.431650007193
42,184.99,94.99,9.044828977673447,-1.34199696415523,-0.11859965584292892,W,7.8,Dry,24.002542284495156
43,182.62601773357724,83.0809564591297,15.1428957740196,-1.70811021604707,-0.16545899052052143,SSE,7.6190491441943005,Dry,21.547274243939704
44,184.99,94.99,21.4079341975729,-1.8727750313369635,-0.24986166575034258,W,2.9893049562955682,Wet,29.433919658750447
45,175.39261191708945,60.32488979526865,15.620020649137913,-0.24324674356560128,0.011888824539363699,W,6.237534524301888,Dry,13.242524868418771
46,173.0162926121773,71.39131829924334,9.714963527674177,-0.737308662017807,-0.05922140278785454,SSE,7.263134478518268,Dry,26.736330592148324
47,181.62574882552178,72.56718513805237,10.177794619415216,-0.8620197232199003,-0.08729878378998092,SSE,7.481898266208967,Dry,8.92
48,184.99,94.99,17.065097312711824,-8.609078,-0.614934143,S,3.8249498064824805,Wet,34.09268269057526
49,176.86263799951607,82.20201086291065,17.21643042297732,1.2104853615185593,-0.03190050618458836,WSW,4.174287657823318,Wet,17.93368250503521
50,182.30664712142513,83.75266517849249,14.13428472306377,1.33207844358726,0.000869586694265595,W,5.243972745876799,Dry,19.14445246333519
51,164.99,44.99,27.248122482582552,1.9397169121107876,0.23710762765404686,WE,5.567026732469702,Wet,43.08
52,172.45958598166075,52.92646316561914,11.921002615974782,-1.2585625885946554,-0.10299380638978704,W,5.926006444618798,Dry,8.92
53,180.16948636108123,71.69718105817206,11.178446802141961,3.9630494250658925,0.26277245492810997,W,7.8,Dry,9.20455447829287
54,184.99,94.99,9.835736968399765,-1.5256686980359788,-0.08894768662824623,W,7.8,Dry,22.640967551654374
55,184.99,94.99,13.640103220691813,-6.26039269144095,-0.5148064997310774,E,7.1655542228296625,Dry,31.973017479418722
56,164.99,44.99,16.605446818906003,0.6892153933435022,-0.045814916545367755,SSE,2.681055773460216,Dry,15.281610667147222
57,177.5299228837402,79.22008482715287,16.132693166334477,-3.0447276098962277,-0.18847985083327906,WSW,4.958601591642503,Wet,37.51706290804793
58,168.77106138811885,59.95779613160882,10.312004132558586,4.278641103623071,0.2839649002500069,SSE,4.787004112341539,Dry,17.598172348447356
59,184.99,88.34885480101568,7.951664521758059,-4.776849420299489,-0.36669830518786367,W,7.307661745181102,Dry,14.226928806205851
60,184.99,94.99,9.114514130779998,-4.119854282430425,-0.38496102448416997,W,7.112031845705927,Wet,21.664195163723637
61,169.55190435314273,49.99142766131916,10.7923479070584,1.7316863328559413,0.10500283132013787,W,6.774594225041568,Dry,20.087895321197443
62,165.5688560411889,44.99,18.216701191768106,-6.018497314820497,-0.5577876534171523,W,4.8389038146230785,Dry,13.652374947141556
63,168.66457551187577,50.99276184341791,18.92807794429917,-3.749834998337882,-0.3185743255155434,WSW,4.368554267073964,Dry,35.95291217001509
64,172.09542160851578,66.63366100762353,12.184974176426387,4.488068323613115,0.3069407451588059,E,6.269811278589654,Dry,16.48164525781042
65,164.99,44.99,23.223084415812913,-1.6230627173994874,-0.14210155429530422,SSE,4.0597070819425,Dry,14.644582709440781
66,183.2054909021368,76.03313963293718,12.399652747058425,-5.095253128419572,-0.44534144441366863,W,5.505068631909602,Wet,16.826735397750575
67,169.15667398548106,51.61115971101362,14.866445813622194,-2.107920060241396,-0.19125457065728674,W,7.583903667527579,Dry,21.040588239185087
68,170.37769307146618,62.934099271006325,20.93720479024448,5.375984,0.383998857,WE,3.8627382341629772,Dry,33.009019087541176
69,184.99,94.99,18.603196079857433,2.8677836567357122,0.16067229019609008,SSE,4.2989548426605495,Wet,38.77102450014075
70,174.5138191117595,67.00020320275287,22.441496118364853,-5.206399741036174,-0.44200907387158006,W,6.171291386773106,Dry,37.1298015917685
71,170.39177929740936,52.03176657717728,14.276749548861533,2.3338458426465687,0.2010129871583105,W,7.384495013824355,Dry,10.22456395880784
72,173.42456489890034,71.9847661537027,18.961245340380007,4.368563711270306,0.383998857,SE,5.317002341800223,Dry,25.919840402129413
73,176.04176734277485,71.06928608331918,18.29412210811566,-1.5646572458347818,-0.07131227767698899,W,7.409317995913617,Wet,20.308883686798232
74,180.65803557558067,84.73983620652744,19.474091543181316,-3.7577383467382357,-0.23487267736345924,E,5.858514240829502,Wet,34.71044921550594
75,169.70209015344804,50.90878871122774,17.493127094613833,-4.0218151393506245,-0.33214521793669183,W,6.506551160442794,Dry,20.611576796657303
76,172.4352949157206,63.12687910300562,16.361217097505655,-1.7431537757558915,-0.2673925301921828,E,3.8741878898548916,Dry,18.97718989542391
77,171.83585151757896,64.9486836709835,13.155103678364876,5.375984,0.383998857,WE,2.1222090073510724,Dry,39.67271390386975
78,168.4487658405229,51.6098316217758,14.23858238752467,-2.9727332374821986,-0.151940331511852,S,4.366444472770627,Dry,22.6505266161517
79,184.99,94.99,13.838178124807836,-1.665028750046948,-0.26238777649634215,WSW,1.7896568192911837,Wet,23.734232838867182
80,174.44807617574503,59.39313611309569,18.182693170570985,-1.5540460477951878,-0.0406722872215437,E,4.45009357846455,Dry,30.064095975538677
81,182.6266546513913,80.30004322388581,16.724257634903115,-8.36371087215425,-0.614934143,W,6.801936255810286,Dry,14.077171111095293
82,184.99,94.99,17.727739667282812,3.4609248878971766,0.24541737503131134,WSW,5.328780910482321,Wet,43.08
83,170.01589937539393,50.57497270702568,11.703892600095344,-1.099914022088162,-0.08956678510441282,W,7.8,Wet,11.352072298300245
84,182.62422738955877,83.26925556179162,18.873998933444255,-5.830418022291816,-0.4409679859180227,W,7.8,Dry,43.08
85,169.12888694822033,51.23723689914986,16.137011299802502,-5.1405801204253265,-0.43307498330163513,W,4.509731215509645,Wet,25.45300617715554
86,176.35218225816902,68.67271674612543,18.498947349433294,-0.5685509323482182,-0.05726752972722857,WE,2.1193730372264654,Wet,35.14390154050671
87,184.99,94.99,23.42460597212024,-4.824925778498956,-0.3522247521659731,W,7.401212206209982,Dry,43.08
88,183.4199686829143,89.60422433339298,12.190579449287538,-2.552654785800289,-0.14333162047100761,SSE,6.154347142137236,Dry,34.339411800281546
89,177.90165865196076,61.10214659179292,10.63164304726993,3.6045906654228004,0.2128602382540532,W,6.368192031247703,Wet,9.95720459947809
90,184.99,94.99,15.925055158801161,-4.946970755341248,-0.4636755830331402,NNE,5.735731355622283,Dry,31.15048366611029
91,184.01050788919483,89.22067167628943,10.72488899949692,1.924373893917648,0.13563099031854742,E,6.888040857080147,Dry,37.392490912915896
92,172.01241698952458,54.83379177708363,13.921079599015455,-0.5727712584674943,-0.07931747301083848,W,6.828938080785762,Dry,9.146084819642077
93,184.99,94.99,10.864118653470598,-0.21029406987528437,-0.061892405285261715,SSE,5.446174793220217,Wet,37.338487468756036
94,184.99,94.99,10.706142901575916,-1.582492095858556,-0.022803058691070945,W,7.8,Dry,27.67071197461087
95,184.99,94.99,19.081827800503156,-3.740223733901451,-0.34174026533469265,E,4.845175487896688,Wet,43.08
96,177.05768883633758,70.20189102236456,8.318873841787447,-3.9759863298122666,-0.3748267213951956,W,7.218085082165969,Dry,8.93359983515828
97,171.9086358611036,56.5633735538521,11.186499347231262,-6.336640493699569,-0.5414282805861284,W,7.8,Dry,11.37738879134048
98,184.510602823679,94.99,17.983423886628273,-3.6930858103829327,-0.26068129699047676,NNE,4.728805828351413,Wet,36.5992449244626
99,184.42840013932297,94.99,15.045472476417658,5.375984,0.383998857,SSE,3.630750339711286,Wet,16.506032822459368
100,184.99,94.99,12.509568852584266,-4.336606457688115,-0.3736875752339598,E,4.524304609068881,Dry,31.45142067546732
101,177.08834180233154,71.89909824436906,15.368040091066046,4.154617108767527,0.3681020090378541,SE,5.774918612588852,Wet,28.572590500539324
102,166.21228523263787,44.99,12.645196102894891,-8.609078,-0.614934143,W,7.8,Dry,8.92
103,180.7256656103422,82.69988313847821,17.574879340092718,3.4139123604706203,0.26456598085160804,E,5.407086267708237,Dry,28.94780550077384
104,180.2929866792531,77.62698302383515,7.67237476089222,4.3791906940152865,0.2980367153820153,W,7.2318559975978935,Dry,18.392094448631752
105,170.4628555254114,48.945953265744926,18.838465092333866,5.375984,0.383998857,W,6.592867024267049,Dry,19.705233780351474
106,164.99,44.99,18.539470904700796,2.4348492911973154,0.26848997507227707,W,6.488131628075655,Dry,18.488376488238984
107,179.74978028563314,73.442068393896,14.004437089707862,1.1861438094482022,0.10619779463624558,W,6.700000961015649,Dry,23.45757663012662
108,182.0384272436077,94.99,12.460947804780181,-3.187055194172393,-0.3371397260309122,SSE,5.929951292456056,Dry,21.072069838801095
109,171.43253178881574,56.730603197221654,11.588153026566626,3.306073392283065,0.23073247399833124,W,6.278222600392681,Dry,22.878385479446756
110,178.02410999242784,66.17356294121493,18.64052794947852,1.115988396503059,0.044286762792880977,SSE,5.745944830655508,Dry,29.1078742993803
111,178.58520490857254,72.72405456856816,18.140027986936985,-1.3958843856671863,-0.0846681200212636,WSW,4.520214723287718,Dry,29.250218027559445
112,184.99,88.97969229252983,15.55569874191925,-8.609078,-0.614934143,W,5.968320951344929,Dry,27.678558191264134
113,174.5418945553343,70.74951141217487,15.637823607464563,0.45553859155334486,-0.04779226222360679,WE,2.465032297258641,Dry,27.21463272693496
114,164.99,44.99,13.651201220409817,5.1907352945157434,0.383998857,SSE,5.063811125887602,Dry,12.81620338722797
115,176.85233628354845,76.72618450731588,13.940237101481543,0.052181226725045216,-0.1008849220976011,E,5.065892817197805,Dry,25.847925942052697
116,174.74993581928672,62.26223656708339,5.36,-3.42538477452502,-0.3884845789204534,W,7.8,Dry,16.305478590728015
117,184.8968027006968,94.99,15.50484347902391,-4.281351397493358,-0.35247726027609483,W,4.866339167437672,Wet,34.354176018614545
118,184.99,94.99,14.394978251784824,-5.245639733846022,-0.44331534857215327,SSE,5.062648357090361,Dry,32.393502469631756
119,184.99,94.99,16.727256491490724,-1.7248388999482422,-0.10688245421883741,E,4.588768218165271,Dry,43.08
120,184.99,94.99,9.601786029933718,-4.166839263762894,-0.39596702643445947,W,6.231014891034185,Dry,19.985750534460728
121,173.22758466769312,63.218268834118504,23.84285773830446,1.1956486508455448,0.09578372941343032,WE,1.4635964832470343,Wet,42.823727246447284
122,184.99,94.99,10.256035518895459,4.278440063118258,0.2858833660869805,W,6.671946866314754,Wet,22.94136146386048
123,181.1157737517012,80.01672763387289,18.565582925349954,-2.425009304144199,-0.24572828127008095,W,7.8,Dry,23.62676279658044
124,176.3387732183931,75.86546855434926,12.175029684431824,-3.279923882857637,-0.3093217301034717,SSE,5.224483224733946,Dry,17.14536767354443
125,178.79960800309107,69.79639379573217,5.36,4.172910536540617,0.25376622098384627,W,5.081223535959095,Dry,8.92
126,169.43252612356451,63.78379152960057,16.328027157804243,3.0600303884861377,0.20504800556994035,WE,3.1976153487510945,Dry,25.660889761646743
127,177.5124469942953,58.03828657509189,13.123331383261322,-0.9540159103535448,-0.14713881176012988,W,6.639147818199266,Dry,8.92
128,173.98023046681524,69.20739442791208,11.131860714611975,-2.5659968720638284,-0.21917058671757872,SSE,3.986457697738847,Dry,17.454418536426072
129,172.4687787576126,55.261337222283814,9.899374988785999,5.375984,0.383998857,SSE,7.061651811778876,Dry,17.219147576375295
130,181.7125575014077,85.96479609653356,16.796081822523547,-3.0801745961061218,-0.2158004330997665,SSE,5.758861735409958,Dry,33.640492710023054
131,178.9510146580964,80.96819539056145,18.188465039467218,3.363351090397397,0.28949868384345717,WSW,2.8061522393982776,Wet,24.86889720918819
132,176.5077540671565,79.94296659774261,10.259830220475687,-2.658039734084114,-0.21298117257134846,NE,3.3968614485197137,Dry,16.529557345778837
133,167.80616725177663,53.48345179328562,19.60501765585167,-5.393620412901814,-0.43230847296377445,WSW,5.224026652655433,Dry,16.46150538823307
134,167.7512671789697,58.484223495690145,27.257616718173423,-7.156946117836564,-0.614934143,WSW,2.6582854286945685,Dry,43.08
135,175.9903222117186,61.98116422838774,19.55726623989267,1.8297877761043848,0.22039497841991373,W,7.294514671117936,Wet,42.253958840715555
136,164.99,44.99,13.748355054863527,-2.8146506245388436,-0.2685462186036736,SSE,2.2980997905313534,Dry,16.93491725288033
137,184.99,94.99,19.40428336537539,-5.782689321124382,-0.5225865273434249,SSE,5.94751905636144,Dry,29.970200664016943
138,184.99,94.99,15.115179767242578,-2.0642944857956724,-0.24311957531105305,E,4.1340591870451915,Dry,32.49158165966356
139,180.72504896930715,83.18883271330728,18.11788274271023,5.059708947088891,0.383998857,E,5.69443053058219,Dry,30.694763580746965
140,176.49362462309685,68.70124478670193,14.01123925896421,-5.821333610412329,-0.46672948689446864,W,6.2384271459673215,Dry,27.054666386252077
141,178.36734044824607,74.76900077889115,19.202166253706395,0.1482633745614128,0.048964261400063006,SSE,5.238250973330665,Wet,26.73792019727933
142,184.99,94.99,8.645588123027096,-1.5173187060756588,-0.17639022252245903,SSE,7.013596324163646,Dry,25.119141486278913
143,179.87021393656985,85.96410651340838,12.115145970053428,-1.7109696633845397,-0.21787503695341665,SSE,4.149956635115186,Dry,26.920594778536657
144,175.35669365363916,74.69801360352047,15.00189752637828,2.6668118941056806,0.17972008070740264,E,4.930387525231593,Dry,23.470270298064648
145,184.99,90.4477944002517,16.035780226481656,-0.4460665876461988,-0.025863335884817915,E,6.142054868826699,Dry,28.494180025137748
146,174.41640486556503,65.76557548236768,12.732767988758168,-0.7706247815322471,-0.03659105212497217,SE,6.0497120825547395,Dry,19.419944892777583
147,170.56961610881334,49.662924140608,14.063469244064615,1.894545859138478,0.09668115406260312,W,4.888987050174157,Dry,15.240283966837527
148,173.10258193032553,69.1832385252769,18.85612071273925,-1.4835996233253401,-0.13610511852921975,SSE,5.667728960888023,Dry,37.40749635565674
149,172.71109679056786,51.031817296370974,9.46598192741802,0.11665084595594422,-0.026527175242361943,W,7.8,Dry,11.316488291342516
150,178.69972586563847,75.09322256977842,12.187422438666456,-3.172282593500319,-0.2690145228517033,SSE,5.382541352342044,Dry,26.320416164965017
151,181.59149441014463,81.05264288638462,18.887758448232187,4.605307445713448,0.383998857,E,6.762215506287659,Dry,29.42754660505929
152,169.6265032963169,44.99,11.906836164159394,3.006500956056561,0.3133200881521264,W,7.8,Dry,8.92
153,164.99,44.99,17.046609385727795,-3.135828124578775,-0.3617187528217895,W,7.70446553648942,Dry,8.92
154,184.99,94.99,16.874626376280567,-6.072517044107295,-0.5431253945353084,W,3.335762438015553,Dry,37.37193925210843
155,177.30498616876096,67.99578536871225,18.467965887943386,-1.301811267512101,-0.18614390974409295,W,7.8,Wet,24.61721139622624
156,175.95296905277098,58.45452807219155,13.767583248693569,0.058674336747256306,-0.06033477165845254,W,7.8,Dry,19.523887684064174
157,181.07577677110024,89.09527175411023,11.97892144522731,-6.679196960207738,-0.476650787667254,E,3.4742339014943333,Wet,38.360833963730244
158,181.4850716950352,85.5440262437416,18.13695522560094,0.14094081508395073,0.006095226962198941,W,4.408550143732282,Dry,23.86399863129322
159,177.97663898176776,85.00633745011282,17.999328580513687,3.237231317710184,0.25039160335178834,E,7.523951814637701,Dry,26.998628513135095
160,184.99,94.99,20.96921103244898,-3.2286180044710915,-0.2354154086989994,W,7.519275992520748,Wet,23.78908742497725
161,166.99177228830732,44.99,12.475248473396652,-0.2669505480388769,-0.13909735227193146,W,6.01494039130272,Dry,15.744717432580666
162,168.7141261753095,44.99,14.881632298563346,-1.4902741731719156,-0.035521490213524035,W,7.8,Dry,29.85692857342432
163,176.3165500727455,70.49894182439623,17.89935474639841,1.3281218289921068,0.072168650710374,SSE,4.662631978189843,Dry,41.33113090740747
164,166.04911961300357,45.01861942999656,7.377508718513581,3.787864982394673,0.09906714008954624,SSE,4.17928755293115,Dry,14.40504435788485
165,184.99,94.99,11.122867301843282,-0.05643228199660777,0.005029452212685345,W,7.629430256357014,Dry,23.97380101501738
166,164.99,44.99,22.70845803121123,-0.522648896260176,0.00743225171882296,WSW,4.253032081512534,Wet,29.91082506920839
167,164.99,44.99,22.042900418769804,4.572845501514706,0.33168870938639533,W,6.383844467066509,Wet,27.797933804697774
168,165.88595010276705,44.99,11.260077106380882,-3.477459618165086,-0.26620397924499556,W,7.508790235068579,Dry,21.346969798782528
169,174.6874184494941,65.05435825563079,24.851964203086137,-6.020950151801582,-0.3955337479558496,W,6.5980488468496015,Dry,33.304756087817374
170,182.06710857833127,83.44569880207702,18.904226687705624,-1.3459939947359805,-0.09177519756367958,SSE,4.866189848475136,Dry,27.636026562255317
171,184.99,94.99,16.14533800746237,0.5513041996369746,0.05784062781488154,W,7.132401963786826,Wet,38.89127239553282
172,164.99,44.99,15.258115168219142,-4.572200838307692,-0.3639412883576749,E,6.407796365129001,Dry,16.790149376164003
173,171.26468227418584,54.62873851241459,14.534502071342693,-8.609078,-0.614934143,W,7.8,Dry,15.18687960630275
174,176.9410663064619,73.1327522082521,17.464646851381406,-1.6700867493164866,-0.15030256146894977,SE,3.1080080896480675,Dry,24.73081896308613
175,170.76480220234194,47.32190709318546,20.62538329921678,-8.609078,-0.614934143,W,4.307761431200038,Dry,16.842698901765914
176,164.99,45.44712917889696,16.40241299951963,5.043474890212592,0.383998857,W,7.0360555704064085,Dry,32.96284797817996
177,164.99,44.99,7.7513358324184924,4.41242949383033,0.3269789535254904,W,7.528874175984888,Dry,8.92
178,181.35833063663205,75.72272813566698,16.62170089262256,-7.308667682495198,-0.614934143,W,4.093398027835499,Dry,24.521676124619123
179,167.54698816438895,44.99,11.595329025435943,-5.145342559462236,-0.4640114185360052,W,4.949765345221132,Dry,8.92
180,184.5894925563013,82.77761303838452,13.682672605370234,3.193096251732764,0.13942132048634304,SSE,5.261646218996872,Dry,27.28778677131881
181,184.99,93.8450869229354,10.225133709739897,-1.663163210579023,-0.0826831251241047,SSE,7.063846825183871,Dry,32.548930991102736
182,184.10863880426209,93.57011552755215,11.772803296900737,-1.0372533203538497,-0.10595892269121629,E,4.516425600519495,Dry,25.342413746602254
183,165.3953076289119,44.99,12.835704799003478,-4.901718596015548,-0.37390426383831354,SSE,5.896069718573805,Dry,20.97022700290438
184,178.9105170417156,65.8594369919033,15.457233729658341,1.2493499733371207,-0.016427793155264978,W,7.416658828063682,Dry,8.92
185,177.77984107603007,84.01591738777566,12.528264704513266,-3.7734292917807437,-0.2629199170104082,NNE,6.479416031040283,Dry,33.90853023117775
186,170.27177643360142,48.140636797299805,10.585886565164484,-3.7433733871385058,-0.33073618904126695,W,6.590730713356915,Dry,11.858068523887844
187,184.99,94.99,23.804713282395518,-8.609078,-0.614934143,SE,3.538484659270724,Wet,43.08
188,184.9403644835146,93.71943280569535,19.127878197916246,-8.609078,-0.614934143,W,4.969140620810492,Wet,33.40376921496543
189,184.99,86.66806196613913,15.499407709048574,-2.4470094656749177,-0.2126545590777118,W,7.8,Dry,22.199186331889457
190,169.06898106934753,47.370753372834244,13.72336095310326,5.375984,0.3241119260567867,W,6.728474393056093,Dry,8.92
191,171.0570799829067,55.77658372543647,20.66010127266272,-5.31996972252846,-0.5311625619891844,SSE,3.379662263825976,Dry,21.66211585811216
192,166.52868909224074,44.99,14.063175647401806,-3.116899010863293,-0.1893915692383919,W,7.398707453379661,Dry,10.27802159817215
193,175.34537057128864,66.93775311953355,18.268006359534454,-1.3547977134369227,-0.0602927165114361,W,7.8,Dry,14.180769171788665
194,172.29476787917392,47.33124717896507,11.104294032948102,0.07794977325370134,0.016454117427110823,W,7.8,Dry,8.92
195,184.99,94.99,20.126144714955924,0.7966827570527762,0.11150920378365238,E,4.650842430435593,Dry,43.08
196,173.39439685580004,59.09374666967898,15.976675319809035,-3.2972960724983746,-0.27511557423133864,WSW,4.350043222599591,Dry,16.778554911636917
197,184.99,89.89874774744311,20.622389123182746,-0.018505751458099295,0.05142357483864586,SSE,7.4298338170306595,Dry,24.55291788757062
198,175.75687096729973,69.33284038145736,15.160999224985115,-1.2767667017510238,-0.1378957099267302,W,5.92998079666042,Dry,21.786663168904468
199,164.99,44.99,21.346009200701673,-1.3007466810921424,-0.22554978905354744,SSE,7.308688237076471,Wet,27.59191209143038
200,174.80757226176155,68.50240141356454,15.095293402434159,-8.609078,-0.614934143,WSW,7.8,Dry,16.47074695684126
201,179.31176779832188,83.19653603707499,15.481474733769344,-2.5529732946564705,-0.20290632797731317,E,4.955670555929715,Dry,25.79303506622359
202,177.10326959673804,65.7004236835708,9.051494438448492,-7.2354770801275405,-0.5445108371671805,W,7.735775547342978,Dry,14.659476062623282
203,177.0578107022471,64.61958408048693,20.648189218652185,-2.575180959320502,-0.18198175798206206,SSE,4.346945423731346,Wet,12.312196920699584
204,167.49070401265277,44.99,11.615564396500098,-6.298495442956398,-0.4382119066592609,W,6.286125585914922,Dry,21.829008795460133
205,178.11921651676184,82.88373219281075,16.632316408984973,-0.34940118550955734,-0.09708529906134679,W,6.781362098284406,Wet,25.23602542310625
206,182.57362936334818,86.56087966322886,10.134308089534757,-4.410012587909924,-0.3168125794716857,SSE,7.409644313098897,Dry,19.50884540396357
207,184.99,94.99,15.329435679131066,-1.9945818242266715,-0.10958679839511537,SSE,7.245124255019778,Dry,36.261443200150595
208,183.7568631179921,94.99,16.505555218125682,1.1553446846022295,0.10634034675525454,SSE,6.127656537193478,Dry,41.0274147800571
209,180.43346233095176,73.02419844256103,5.36,5.375984,0.383998857,W,7.666458052452705,Dry,10.413109840946609
210,173.48867449979298,63.06672534905725,21.930731368591008,2.3644798645792267,0.10980070015801312,SSE,3.753218904137423,Dry,22.14472704547473
211,169.79410224407096,54.26167020747115,15.192184899585776,-1.1690801079201325,-0.12604118885279816,E,2.4832536278796673,Dry,15.617610639655982
212,184.99,94.99,14.923656709279456,-3.9175063103715235,-0.31777922548155996,W,6.800556377523172,Dry,24.18210171738407
213,169.92968220243222,49.941797399078666,11.483752682009026,-3.670664530910172,-0.3381511385969272,W,5.329129359885735,Dry,15.90258084637173
214,175.7964054715853,66.52894930642188,19.458753006776025,-4.1730320198457544,-0.3282691040103825,W,6.945252113389953,Wet,15.951363056910528
215,171.7191838184036,60.154070620228836,11.715060914045461,1.6795186144563172,0.03809162530974185,W,7.696252649511317,Dry,9.41752201126925
216,176.254527802585,70.70957981855432,11.372433373057348,0.10643949406617303,0.09808528765531384,W,5.94830685307948,Dry,17.86181723248602
217,164.99,44.99,11.822349975808466,-2.3944479942493815,-0.21701363690966058,SSE,6.453345032368145,Dry,19.029293901775468
